entropy,epoch,loss,step
513.7859837804726,77,0.04630707576870918,77
513.7859837804726,78,0.0457085520029068,78
513.7859837804726,79,0.04505881667137146,79
509.7720307821877,80,0.044384971261024475,80
509.7720307821877,81,0.0433037243783474,81
525.8278427753274,82,0.04248915985226631,82
525.8278427753274,83,0.04159333556890488,83
525.8278427753274,84,0.04127774387598038,84
525.8278427753274,85,0.04065513238310814,85
525.8278427753274,86,0.039826344698667526,86
529.8417957736124,87,0.03920052945613861,87
525.8278427753274,88,0.03870660811662674,88
529.8417957736124,89,0.03834812715649605,89
529.8417957736124,90,0.03739961236715317,90
534.2226296022404,91,0.037515781819820404,91
538.2393411030091,92,0.036674436181783676,92
542.2560526037779,93,0.03654966875910759,93
542.2560526037779,94,0.03621121495962143,94
542.2560526037779,95,0.03555415943264961,95
538.2393411030091,96,0.03525712341070175,96
538.2393411030091,97,0.03476613014936447,97
538.2393411030091,98,0.034585077315568924,98
538.2393411030091,99,0.03384522348642349,99
546.2727641045466,100,0.03362319618463516,0
546.2727641045466,101,0.03333880007266998,1
546.2727641045466,102,0.032969068735837936,2
542.6270317772304,103,0.03265490382909775,3
542.6270317772304,104,0.032115302979946136,4
546.6464912718766,105,0.03182429447770119,5
546.6464912718766,106,0.03128286451101303,6
542.6270317772304,107,0.030728338286280632,7
542.6270317772304,108,0.03037070296704769,8
542.6270317772304,109,0.030180692672729492,9
546.6464912718766,110,0.029829170554876328,10
546.6464912718766,111,0.02963101863861084,11
546.6464912718766,112,0.029251322150230408,12
550.6659507665227,113,0.0288471058011055,13
555.0631942357334,114,0.028889700770378113,14
559.0853912954126,115,0.02838737517595291,15
559.4644741868141,116,0.02810034342110157,16
559.4644741868141,117,0.027909932658076286,17
559.4644741868141,118,0.027808809652924538,18
559.4644741868141,119,0.027454089373350143,19
551.0409971760541,120,0.027051201090216637,20
559.4644741868141,121,0.02711290307343006,21
547.3897013626382,122,0.026912515982985497,22
559.4644741868141,123,0.026456013321876526,23
555.8144880495821,124,0.025957923382520676,24
555.8144880495821,125,0.025995831936597824,25
555.8144880495821,126,0.025552239269018173,26
563.4893984615394,127,0.025345077738165855,27
555.8144880495821,128,0.024963920935988426,28
560.218367252285,129,0.024805743247270584,29
556.1880192864413,130,0.024689743295311928,30
564.2487152181288,131,0.024338001385331154,31
560.218367252285,132,0.024220775812864304,32
568.6592879272729,133,0.023729002103209496,33
572.6923325225018,134,0.024060631170868874,34
568.6592879272729,135,0.023473111912608147,35
572.6923325225018,136,0.02327229082584381,36
568.6592879272729,137,0.023725681006908417,37
568.6592879272729,138,0.02329654060304165,38
572.6923325225018,139,0.023375628516077995,39
572.6923325225018,140,0.022943146526813507,40
572.6923325225018,141,0.022814229130744934,41
572.6923325225018,142,0.022692229598760605,42
572.6923325225018,143,0.022394828498363495,43
572.6923325225018,144,0.022555140778422356,44
576.7253771177307,145,0.021945757791399956,45
568.2790631839727,146,0.021930620074272156,46
580.3701070815039,147,0.02167203463613987,47
564.2487152181288,148,0.021558823063969612,48
568.2790631839727,149,0.021595392376184464,49
568.2790631839727,150,0.0214304868131876,50
580.3701070815039,151,0.021397965028882027,51
580.3701070815039,152,0.02097204513847828,52
580.3701070815039,153,0.020710153505206108,53
576.3397591156602,154,0.020590076223015785,54
572.3094111498164,155,0.020479101687669754,55
572.3094111498164,156,0.020158272236585617,56
576.3397591156602,157,0.020251478999853134,57
576.3397591156602,158,0.019947977736592293,58
572.3094111498164,159,0.019864361733198166,59
576.3397591156602,160,0.019679442048072815,60
576.3397591156602,161,0.019551346078515053,61
576.3397591156602,162,0.019394995644688606,62
564.2487152181288,163,0.01924966834485531,63
576.3397591156602,164,0.01912206970155239,64
564.2487152181288,165,0.018969299271702766,65
564.2487152181288,166,0.019083064049482346,66
564.2487152181288,167,0.018824603408575058,67
572.3094111498164,168,0.01870935969054699,68
571.9250529205846,169,0.018736517056822777,69
572.3094111498164,170,0.01875605247914791,70
568.2790631839727,171,0.018518326804041862,71
572.3094111498164,172,0.018862495198845863,72
576.3397591156602,173,0.018594371154904366,73
572.3094111498164,174,0.01845889538526535,74
571.9250529205846,175,0.01831693761050701,75
571.9250529205846,176,0.01828092150390148,76
572.3094111498164,177,0.01815675012767315,77
571.9250529205846,178,0.017967164516448975,78
571.9250529205846,179,0.018272720277309418,79
571.9250529205846,180,0.01816120557487011,80
571.9250529205846,181,0.017949754372239113,81
571.9250529205846,182,0.017641711980104446,82
571.9250529205846,183,0.017439264804124832,83
571.9250529205846,184,0.017656907439231873,84
571.9250529205846,185,0.017460709437727928,85
579.9803353560858,186,0.0172867551445961,86
571.9250529205846,187,0.0171368308365345,87
584.0079765738363,188,0.01729504205286503,88
579.9803353560858,189,0.01727091707289219,89
584.0079765738363,190,0.017138822004199028,90
575.9526941383351,191,0.017225677147507668,91
575.9526941383351,192,0.01739884912967682,92
575.9526941383351,193,0.017238011583685875,93
571.9250529205846,194,0.017129071056842804,94
571.9250529205846,195,0.01717374101281166,95
571.9250529205846,196,0.01694093644618988,96
575.9526941383351,197,0.016983767971396446,97
575.9526941383351,198,0.016882510855793953,98
575.9526941383351,199,0.017493445426225662,99
575.9526941383351,200,0.017055973410606384,0
579.9803353560858,201,0.017145628109574318,1
575.9526941383351,202,0.017587345093488693,2
584.0079765738363,203,0.017419200390577316,3
583.6140198351658,204,0.01721169799566269,4
583.6140198351658,205,0.017196351662278175,5
583.6140198351658,206,0.01729566417634487,6
583.6140198351658,207,0.017139172181487083,7
583.6140198351658,208,0.01686331070959568,8
579.5890955604405,209,0.017310550436377525,9
579.5890955604405,210,0.01775124855339527,10
579.5890955604405,211,0.017311247065663338,11
579.5890955604405,212,0.01718747988343239,12
579.5890955604405,213,0.016843466088175774,13
583.6140198351658,214,0.017849938943982124,14
579.5890955604405,215,0.017281336709856987,15
579.5890955604405,216,0.01682283729314804,16
579.5890955604405,217,0.017036568373441696,17
583.6140198351658,218,0.01683940179646015,18
579.5890955604405,219,0.016724558547139168,19
583.6140198351658,220,0.01635129377245903,20
579.5890955604405,221,0.016526751220226288,21
592.0632590093376,222,0.016578350216150284,22
584.0079765738363,223,0.016389179974794388,23
584.0079765738363,224,0.016301199793815613,24
583.6140198351658,225,0.016247356310486794,25
592.0632590093376,226,0.016444144770503044,26
584.0079765738363,227,0.01640702597796917,27
588.0356177915869,228,0.016097646206617355,28
584.0079765738363,229,0.01621757633984089,29
592.0632590093376,230,0.015873270109295845,30
588.0356177915869,231,0.015557513572275639,31
588.0356177915869,232,0.01571226678788662,32
592.0632590093376,233,0.015661556273698807,33
592.0632590093376,234,0.01590377278625965,34
587.6389441098911,235,0.015835942700505257,35
587.6389441098911,236,0.015942197293043137,36
583.6140198351658,237,0.01573488675057888,37
583.6140198351658,238,0.015426546335220337,38
592.0632590093376,239,0.015608744695782661,39
600.1185414448387,240,0.015208456665277481,40
599.7137169340668,241,0.015213822945952415,41
595.6887926593416,242,0.015061849728226662,42
596.0909002270881,243,0.015044317580759525,43
596.0909002270881,244,0.0147845558822155,44
596.0909002270881,245,0.01463579572737217,45
604.1461826625894,246,0.01472940482199192,46
604.1461826625894,247,0.014451457187533379,47
604.1461826625894,248,0.0142902210354805,48
604.1461826625894,249,0.014245058409869671,49
600.1185414448387,250,0.014351243153214455,50
600.1185414448387,251,0.014121170155704021,51
604.1461826625894,252,0.014228325337171555,52
600.1185414448387,253,0.013932806439697742,53
604.1461826625894,254,0.01395390648394823,54
600.1185414448387,255,0.013548547402024269,55
596.0909002270881,256,0.0135106910020113,56
600.1185414448387,257,0.013378214091062546,57
600.1185414448387,258,0.013545108027756214,58
596.0909002270881,259,0.013339851051568985,59
600.1185414448387,260,0.013176117092370987,60
592.0632590093376,261,0.013329067267477512,61
600.1185414448387,262,0.013155975379049778,62
592.0632590093376,263,0.013339739292860031,63
604.1461826625894,264,0.013396363705396652,64
592.0632590093376,265,0.013335266150534153,65
592.0632590093376,266,0.013023419305682182,66
588.0356177915869,267,0.012998376041650772,67
588.0356177915869,268,0.013115341775119305,68
596.0909002270881,269,0.01291857473552227,69
596.0909002270881,270,0.012723381631076336,70
596.0909002270881,271,0.0126337930560112,71
596.0909002270881,272,0.012597736902534962,72
591.6638683846163,273,0.012639251537621021,73
591.6638683846163,274,0.012594376690685749,74
595.6887926593416,275,0.012648829258978367,75
595.6887926593416,276,0.0123862000182271,76
595.6887926593416,277,0.01251227967441082,77
587.6389441098911,278,0.012233704328536987,78
587.6389441098911,279,0.01207812037318945,79
587.6389441098911,280,0.012116806581616402,80
603.7386412087922,281,0.012019043788313866,81
599.7137169340668,282,0.012087404727935791,82
603.7386412087922,283,0.011936099268496037,83
603.7386412087922,284,0.011871177703142166,84
603.7386412087922,285,0.011867796070873737,85
603.7386412087922,286,0.011686769314110279,86
603.7386412087922,287,0.011813201941549778,87
603.7386412087922,288,0.011590161360800266,88
603.7386412087922,289,0.011882700957357883,89
603.7386412087922,290,0.011682344600558281,90
603.7386412087922,291,0.012026903219521046,91
603.7386412087922,292,0.011769517324864864,92
603.7386412087922,293,0.011942151002585888,93
603.7386412087922,294,0.011885554529726505,94
603.7386412087922,295,0.011555812321603298,95
603.7386412087922,296,0.011660294607281685,96
603.7386412087922,297,0.011492935009300709,97
603.7386412087922,298,0.011361309327185154,98
603.7386412087922,299,0.011714189313352108,99
603.7386412087922,300,0.011418838053941727,0
603.7386412087922,301,0.011354068294167519,1
603.7386412087922,302,0.01140314806252718,2
603.7386412087922,303,0.011500912718474865,3
603.7386412087922,304,0.0111832395195961,4
603.7386412087922,305,0.011158403009176254,5
612.2014650980905,306,0.011211145669221878,6
603.7386412087922,307,0.011264544911682606,7
612.2014650980905,308,0.011221463792026043,8
604.1461826625894,309,0.011113149113953114,9
612.6128908082542,310,0.011129672639071941,10
613.0227784747907,311,0.010918139480054379,11
612.6128908082542,312,0.010979064740240574,12
608.9897338795618,313,0.010911333374679089,13
608.5825428424104,314,0.01066997554153204,14
608.9897338795618,315,0.01089031808078289,15
608.9897338795618,316,0.010676788166165352,16
612.6128908082542,317,0.010467927902936935,17
608.9897338795618,318,0.01083533838391304,18
608.9897338795618,319,0.010631772689521313,19
608.9897338795618,320,0.010380953550338745,20
608.9897338795618,321,0.010577461682260036,21
625.5383330981384,322,0.01042855903506279,22
621.5026019168602,323,0.010260691866278648,23
621.5026019168602,324,0.010250105522572994,24
617.4668707355818,325,0.010318279266357422,25
617.4668707355818,326,0.010327084921300411,26
617.4668707355818,327,0.010206439532339573,27
617.4668707355818,328,0.010138404555618763,28
617.4668707355818,329,0.010170669294893742,29
621.5026019168602,330,0.010162130929529667,30
617.4668707355818,331,0.010010969825088978,31
617.4668707355818,332,0.010044554248452187,32
621.5026019168602,333,0.009881269186735153,33
625.9532087714394,334,0.010013405233621597,34
625.9532087714394,335,0.009925526566803455,35
621.5026019168602,336,0.009855805896222591,36
621.5026019168602,337,0.00968124158680439,37
621.5026019168602,338,0.009742829017341137,38
621.5026019168602,339,0.009583813138306141,39
621.5026019168602,340,0.009557231329381466,40
621.5026019168602,341,0.009611454792320728,41
625.5383330981384,342,0.009435351938009262,42
621.5026019168602,343,0.009815588593482971,43
625.5383330981384,344,0.009590071626007557,44
621.5026019168602,345,0.009559866040945053,45
625.5383330981384,346,0.009369414299726486,46
621.5026019168602,347,0.009367470629513264,47
625.5383330981384,348,0.009336747229099274,48
625.5383330981384,349,0.009353931061923504,49
625.5383330981384,350,0.009436625055968761,50
625.5383330981384,351,0.009287001565098763,51
642.5308487876329,352,0.009586567990481853,52
638.0684321670157,353,0.009348704479634762,53
638.0684321670157,354,0.009374481625854969,54
638.0684321670157,355,0.009187009185552597,55
638.0684321670157,356,0.009341873228549957,56
638.0684321670157,357,0.009081430733203888,57
638.0684321670157,358,0.009150982834398746,58
638.0684321670157,359,0.008991414681077003,59
638.0684321670157,360,0.009043660014867783,60
638.0684321670157,361,0.009047958999872208,61
638.0684321670157,362,0.00909249484539032,62
638.0684321670157,363,0.009301840327680111,63
638.0684321670157,364,0.008971918374300003,64
621.914800972914,365,0.008920243941247463,65
621.914800972914,366,0.00879694614559412,66
621.914800972914,367,0.008817852474749088,67
621.914800972914,368,0.008883301168680191,68
621.914800972914,369,0.00867223460227251,69
621.914800972914,370,0.008448617532849312,70
621.914800972914,371,0.008346103131771088,71
621.914800972914,372,0.008328748866915703,72
621.914800972914,373,0.008476587943732738,73
621.914800972914,374,0.008456856943666935,74
621.914800972914,375,0.008328933268785477,75
625.9532087714394,376,0.008312484249472618,76
625.9532087714394,377,0.008082607761025429,77
625.9532087714394,378,0.007881768979132175,78
625.9532087714394,379,0.008154202252626419,79
625.9532087714394,380,0.007925541140139103,80
625.9532087714394,381,0.0078122555278241634,81
625.9532087714394,382,0.007768522948026657,82
625.9532087714394,383,0.0077554602175951,83
625.9532087714394,384,0.007551596965640783,84
625.9532087714394,385,0.007478512357920408,85
625.9532087714394,386,0.007669791579246521,86
625.9532087714394,387,0.007467042189091444,87
625.9532087714394,388,0.007343703880906105,88
625.9532087714394,389,0.0073522720485925674,89
642.953295879402,390,0.0073559884913265705,90
626.3665507049251,391,0.007265427615493536,91
642.953295879402,392,0.007198284845799208,92
642.953295879402,393,0.007091620936989784,93
642.953295879402,394,0.007097765803337097,94
642.953295879402,395,0.00691399397328496,95
642.953295879402,396,0.006743220612406731,96
642.953295879402,397,0.00668155075982213,97
638.9095644587769,398,0.006644303910434246,98
638.9095644587769,399,0.006618051324039698,99
638.9095644587769,400,0.006597751285880804,0
638.9095644587769,401,0.006449469365179539,1
638.9095644587769,402,0.006397714838385582,2
638.9095644587769,403,0.00639198487624526,3
638.9095644587769,404,0.006330185569822788,4
638.9095644587769,405,0.006340719293802977,5
638.9095644587769,406,0.00624688807874918,6
638.9095644587769,407,0.0062794191762804985,7
638.9095644587769,408,0.006146256811916828,8
638.9095644587769,409,0.006030667573213577,9
638.9095644587769,410,0.0061249989084899426,10
638.9095644587769,411,0.005988143850117922,11
638.9095644587769,412,0.00587272085249424,12
638.9095644587769,413,0.00593004422262311,13
638.9095644587769,414,0.005834301933646202,14
638.9095644587769,415,0.005824953783303499,15
638.9095644587769,416,0.005814026575535536,16
638.9095644587769,417,0.0056989300064742565,17
642.953295879402,418,0.005781801883131266,18
634.8658330381518,419,0.0057041277177631855,19
639.3278141326683,420,0.00559514993801713,20
639.3278141326683,421,0.005490539129823446,21
639.3278141326683,422,0.005613352637737989,22
639.3278141326683,423,0.005505559034645557,23
639.3278141326683,424,0.005666722543537617,24
639.3278141326683,425,0.005496869795024395,25
639.3278141326683,426,0.005384866148233414,26
639.3278141326683,427,0.005294587463140488,27
639.3278141326683,428,0.0053796470165252686,28
643.3741927031283,429,0.005274691618978977,29
643.3741927031283,430,0.005182402674108744,30
643.3741927031283,431,0.005111755337566137,31
643.3741927031283,432,0.005197575781494379,32
643.3741927031283,433,0.005093242507427931,33
643.3741927031283,434,0.004998429212719202,34
639.3278141326683,435,0.005042511038482189,35
639.3278141326683,436,0.004944400396198034,36
639.3278141326683,437,0.004895067773759365,37
639.3278141326683,438,0.00495386915281415,38
639.3278141326683,439,0.004855354316532612,39
639.3278141326683,440,0.004764227662235498,40
639.3278141326683,441,0.004683912731707096,41
639.3278141326683,442,0.004695861600339413,42
639.3278141326683,443,0.004674321971833706,43
639.3278141326683,444,0.004582928493618965,44
635.2814355622085,445,0.004545973148196936,45
635.2814355622085,446,0.004544662311673164,46
635.2814355622085,447,0.004454971756786108,47
635.2814355622085,448,0.0043765101581811905,48
635.2814355622085,449,0.004461873322725296,49
635.2814355622085,450,0.004386412911117077,50
647.4205712735882,451,0.004302275367081165,51
639.7445345538816,452,0.004218327347189188,52
639.7445345538816,453,0.00431907270103693,53
639.7445345538816,454,0.004256655462086201,54
639.7445345538816,455,0.0041671921499073505,55
639.7445345538816,456,0.004094299394637346,56
639.7445345538816,457,0.004045302048325539,57
639.7445345538816,458,0.004108421970158815,58
639.7445345538816,459,0.004023032262921333,59
639.7445345538816,460,0.003936081659048796,60
639.7445345538816,461,0.003859134390950203,61
639.7445345538816,462,0.0037911126855760813,62
639.7445345538816,463,0.0037330626510083675,63
639.7445345538816,464,0.0038033013697713614,64
639.7445345538816,465,0.0037324537988752127,65
639.7445345538816,466,0.0036696784663945436,66
639.7445345538816,467,0.0036098819691687822,67
639.7445345538816,468,0.0035522214602679014,68
652.3146685771679,469,0.0035031854640692472,69
639.7445345538816,470,0.003542904043570161,70
652.3146685771679,471,0.003490508534014225,71
656.3663124813739,472,0.0034574000164866447,72
656.3663124813739,473,0.003512133378535509,73
656.3663124813739,474,0.0034599807113409042,74
656.3663124813739,475,0.003404269926249981,75
656.3663124813739,476,0.0033563131000846624,76
656.3663124813739,477,0.0033957394771277905,77
656.3663124813739,478,0.003382208291441202,78
656.3663124813739,479,0.0033319450449198484,79
656.3663124813739,480,0.0034354268573224545,80
656.3663124813739,481,0.0033647811505943537,81
656.3663124813739,482,0.0034208130091428757,82
656.3663124813739,483,0.0033603054471313953,83
656.3663124813739,484,0.003304888028651476,84
656.3663124813739,485,0.0032511830795556307,85
656.3663124813739,486,0.0032494827173650265,86
656.3663124813739,487,0.0032820086926221848,87
656.3663124813739,488,0.0032483891118317842,88
656.3663124813739,489,0.0031902233604341745,89
656.3663124813739,490,0.003184574656188488,90
656.3663124813739,491,0.0032116032671183348,91
656.3663124813739,492,0.0031607814598828554,92
656.3663124813739,493,0.0031151799485087395,93
656.3663124813739,494,0.0031957412138581276,94
656.3663124813739,495,0.00317392498254776,95
656.3663124813739,496,0.0032190761994570494,96
656.3663124813739,497,0.0031647863797843456,97
648.2630246729618,498,0.0031115608289837837,98
652.3146685771679,499,0.003174584126099944,99
